Date,Close,High,Low,Open,Volume,Daily_Return,Return_30,Return_60,Lag_1,Lag_7,Lag_14,Lag_30,MA_7,MA_14,MA_21,MA_50,MA_100,MA_200,EMA_7,EMA_14,EMA_21,EMA_50,RSI_14,MACD,MACD_Signal,MACD_Hist,Volatility_7,Volatility_14,Volatility_21,Volatility_30,MA_ratio,Momentum_10,Volatility_change,Volume_change,MA20,STD20,Upper_Band,Lower_Band,ATR_14,Williams_%R,ROC_5,ROC_10,ROC_14,ROC_21,OBV,Stoch_%K,Stoch_%D,CCI
2015-10-21,251.7311553955078,253.80017859053936,249.4322407343616,252.62773772593945,7273204,0.009135577917129822,9.934238513896766,-1.159908775083951,251.70816040039065,248.40921020507807,245.7079925537109,228.9833984375,250.6802237374442,249.96590314592635,247.26139540899362,242.23156646728515,243.0868830871582,238.77100997924805,250.9480420389684,249.11097713137207,247.41395018414303,244.50117785387798,63.980882511291234,3.131175758011949,2.8388556582407807,0.29232009977116835,0.006792046422240163,0.009881544360820685,0.010853300335062262,0.011345961884779751,1.0144932020358604,1.6667327880859375,-4.8575458653998815e-05,0.8884787591694978,247.521255493164,4.512157970691232,256.54557143454645,238.49693955178154,3.976299259103951,-26.570088323309637,0.9449292214787695,0.6665213590589631,2.4513499862973567,4.3105497199019025,-8198436.0,73.4299116757944,78.15202368447582,73.28409880731421
2015-10-23,254.83468627929688,256.03011065958776,251.96104299694127,252.75415731770235,4467048,1.2328751595776621,12.600952259142728,1.1543672518241177,251.7311553955078,247.4436798095703,245.4436187744141,226.316635131836,251.73608180454798,250.63669368198939,247.8695141020275,242.29524658203124,243.27086624145508,238.95900680541993,251.9197030990505,249.87413835109538,248.08856255642974,244.9064134784042,69.25988211842031,3.3119021940845244,2.93346496540953,0.3784372286749944,0.007232753403145544,0.01022730777161442,0.011081772768252498,0.011104233777145534,1.0139615569260654,5.839233398437557,0.03499082715902713,-0.38582115942299977,248.41610946655268,4.054167441757657,256.524444350068,240.30777458303737,3.9951813293485765,-11.146732853918257,2.2459918846508367,2.3451164793887,3.8261607907248396,5.275663598635344,-3731388.0,88.85326714514929,78.5023546652648,115.44390808998689
2015-10-26,253.2254638671875,256.14507442242007,252.1909522127142,256.0876015527271,4887984,-0.6314769922433849,9.70569871393785,-0.6314769922433849,254.83468627929688,249.374740600586,252.50125122070312,230.8225250244141,252.2861851283482,250.68842315673828,248.64512634277338,242.3265121459961,243.50127731323244,239.1238407897949,252.24614329108476,250.320981753241,248.55555358468044,245.23265074855257,51.912722895962055,3.287383506208215,3.0042486735692675,0.28313483263894756,0.007999778204075365,0.007214878502463586,0.009905395893127385,0.01083954877047379,1.0133933586275707,3.528900146484375,-0.29454763036580744,0.09423135815867667,249.01727752685542,3.8123699915575795,256.6420175099706,241.39253754374027,3.6675865561062317,-26.93516484664931,0.13181253151863973,1.4132754147276168,0.2868154684316254,6.874323276431399,-8619372.0,73.06483515242813,78.44933799112393,105.12164526026493
2015-10-27,255.3863983154297,256.0990561445407,251.85757043445992,251.85757043445992,8984032,0.8533638028502377,9.308259162606314,0.23006739792623687,253.2254638671875,249.23684692382807,249.6505584716797,233.63870239257807,253.16469247000558,251.09812600272042,249.320568992978,242.51249420166016,243.76071350097655,239.3087774658203,253.031207047171,250.99637062819951,249.176539469294,245.63083692764582,65.7217805565341,3.4030928561502094,3.0840175100854563,0.3190753460647531,0.008209539325854668,0.006707832401614076,0.009401733769573197,0.010754297321623436,1.0133873766339228,6.977188110351619,-0.07027784330344222,0.8379831030543472,249.70120468139643,3.655796063287,257.01279680797046,242.38961255482243,3.5616711381658,-6.999243775981011,1.193278765032296,2.8087477531897846,2.2975473713593444,5.8806683266043205,364660.0,93.00075622309643,84.97295284022461,114.87527078491773
2015-10-28,255.5243682861328,258.398011654173,254.04157953339347,254.04157953339347,7694760,0.05402400895788695,9.940661351766256,0.08555002468064732,255.3863983154297,252.89212036132807,250.06442260742188,232.42025756835932,253.54072788783483,251.48812212262834,249.9784981863839,242.66859069824218,244.00008056640624,239.51140335083008,253.65449735691146,251.6001036492573,249.75361481627934,246.0188185495473,65.19538273003144,3.465972793678901,3.1604085668041457,0.3055642268747554,0.006588290125395469,0.006714310433907775,0.00941340594011251,0.010653061731631686,1.013181783009664,8.0806884765625,0.000965741525107422,-0.14350705785553752,250.44950103759766,3.187576320113261,256.8246536778242,244.07434839737112,3.6265325953195946,-21.949046035695314,1.51612402222945,3.265667760349063,2.1834156261734803,5.716203575049048,8059420.0,78.05095396354088,81.37218177968847,146.1256121798401
2015-10-29,253.69674682617188,256.2140472360265,252.8806208700127,255.17953560519464,6702368,-0.7152435097361742,9.208327364281477,-0.7286349710394546,255.5243682861328,252.37486267089844,248.99545288085932,232.3053131103516,253.7295684814453,251.8239288330078,250.60413178943452,242.67663696289063,244.22847305297853,239.70175354003905,253.66505972422658,251.87965607284593,250.1120813626332,246.3199137760816,62.553886067331916,3.3299462897624323,3.1943161113958034,0.13563017836662894,0.007291443556690257,0.00694685156896782,0.009522136421411118,0.01080139888025891,1.012410770379506,4.322006225585881,0.034633658563907765,-0.12896984441360093,250.89491500854493,2.9698630525870353,256.834641113719,244.95518890337087,3.613397138829088,-35.908519228036994,0.7808296226090172,1.7331371313617818,1.8881043372153696,5.461585800353943,1357052.0,64.0914807711992,78.38106365261216,96.55518965260885
2015-10-30,252.78863525390625,255.6392948740792,250.6851228534642,253.34038035183028,8097460,-0.3579516030955854,7.835633344333814,0.38342220954881157,253.69674682617188,251.70816040039065,249.69656372070312,234.4203186035156,253.88392203194755,252.04479108537947,250.98509216308594,242.71387969970704,244.4667233276367,239.8649166870117,253.4459536066465,252.00085329698732,250.35540444365802,246.57358912815317,58.166490953970175,3.112982771561974,3.178049443429038,-0.06506667186706405,0.007372724842073189,0.007053164328726585,0.008957764054630972,0.01080231991323003,1.0118773643596726,3.551788330078182,0.015303732734649467,0.20814911983346773,251.2489471435547,2.7314627008267687,256.7118725452082,245.78602174190115,3.724237702022543,-42.84472534424674,-0.8028934582116379,1.4250655045253728,1.2383316322533564,3.268196386625814,-6740408.0,57.155274654989455,66.4325697965765,55.325420585263
2015-11-02,248.99545288085932,251.93807500873072,247.4781747467388,251.7426728660581,3156552,-1.50053516814036,6.904227744699454,-0.308315300367501,252.78863525390625,251.7311553955078,248.40921020507807,232.9145050048828,253.49310738699776,252.086665562221,251.14163789295014,242.69893829345702,244.67069244384766,239.99679222106934,252.33332842519968,251.6001332415036,250.2317724834036,246.6685641772789,51.36734347816808,2.6049315086423803,3.063425856471707,-0.45849434782932663,0.009468532047838723,0.008115230998334553,0.009638583646585524,0.011156616242445034,1.0112590924540255,-3.89666748046875,0.15058016800804075,-0.6101799823648404,251.42653884887696,2.4333483956389763,256.29323564015493,246.559842057599,3.812908643965518,-71.81726085569963,-1.670452458346271,-1.540841792500793,0.2359987680397471,1.3379541678644344,-9896960.0,28.182739143536566,49.80983152324173,-73.01016297731451
2015-11-03,249.4092254638672,251.04144905300151,248.0988274360037,250.8000518191289,2548592,0.16617676275632043,6.014563534994255,-0.6683696677020845,248.99545288085932,254.83468627929688,247.4436798095703,235.2593994140625,252.7180415562221,252.22706168038505,251.33047630673363,242.71296112060546,244.84742523193358,240.1405484008789,251.60230268486657,251.30801220448544,250.15699548162755,246.77604109047846,54.705520491615516,2.210207314335946,2.8927821480445552,-0.682574833708609,0.007527401105947057,0.008035440327804594,0.00963220094374974,0.011059622989370068,1.0107121131219008,-2.96563720703125,-0.009832211867577656,-0.19260256127572106,251.27193756103514,2.459557291398433,256.191052143832,246.35282297823827,3.8761283660162666,-68.65684311780123,-2.3404429096415886,-1.1750921528577498,0.7943406175536735,1.6156894643481703,-7348368.0,31.343156881434968,38.89372355998699,-64.83049590721409
2015-11-04,248.673568725586,252.44379409521216,247.8804544530839,250.5931847717337,2696444,-0.29495971406550137,3.0435688972274555,-1.3002307082672138,249.4092254638672,253.2254638671875,249.374740600586,241.3285675048828,252.0677708217076,252.1769779750279,251.14820571172805,242.74514556884765,245.0519404602051,240.28484748840333,250.8701191950464,250.95675307396553,250.0221385038056,246.85045393891403,48.21948338637261,1.8170780568185307,2.6776413297993504,-0.8605632729808197,0.00738999225463973,0.007803979234179448,0.007213833788482122,0.010133920462645654,1.0102390895891262,-3.034591674804659,-0.028805029243292757,0.05801320886199135,251.22308807373048,2.502776819214885,256.22864171216025,246.2175344353007,3.882697104607662,-89.05300519532095,-2.681074844836475,-1.2055992423835415,-0.28117197167256014,-1.515906347636859,-10044812.0,10.946994803763282,23.490963609578262,-55.27111054987968
